
Predictions were generated on 18-Sep-2019 at 00:08:08 using OpenFAST, compiled as a 64-bit application using double precision at commit v2.1.0-173-g38fc45a8
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn14; ServoDyn

Description from the FAST input file: FAST Certification Test #09: UAE Phase VI (downwind) with many DOFs with yaw ramp and a steady wind.

Time      	Wind1VelX 	Wind1VelY 	Wind1VelZ 	Azimuth   	TipALxb1  	TipALyb1  	TipALxb2  	TipALyb2  	Spn2ALxb1 	Spn2ALyb1 	RotAccel  	LSSGagA   	HSShftA   	NacYaw    	RootMEdg1 	RootMFlp1 	RootMEdg2 	RootMFlp2 	Spn3MLxb1 	Spn3MLyb1 	Spn5MLxb1 	Spn5MLyb1 	YawBrFxp  	YawBrFyp  	YawBrMxn  	YawBrMyn  
   32.6880	 9.526E+00	-5.500E+00	 0.000E+00	 9.364E+01	-1.724E-01	 1.211E+00	 3.241E+00	 2.662E-01	 2.849E-01	-3.715E-02	 8.422E+00	-5.277E+00	-1.326E+02	-4.479E+01	 1.443E+00	 2.686E+00	-6.498E-01	 2.474E+00	 3.952E-01	 1.630E+00	 3.286E-01	 9.206E-01	 9.391E-01	-1.148E+00	 1.521E+00	 9.005E+00
   32.7360	 9.526E+00	-5.500E+00	 0.000E+00	 1.144E+02	 2.001E+00	-1.495E+00	-1.070E+00	-6.416E-01	 1.928E-01	 1.337E-01	-7.792E+00	-2.685E+00	-6.748E+01	-4.485E+01	 1.220E+00	 2.484E+00	-5.076E-01	 2.735E+00	 2.926E-01	 1.482E+00	 2.592E-01	 8.389E-01	 8.785E-01	-1.153E+00	 1.484E+00	 9.032E+00
   32.7840	 9.526E+00	-5.500E+00	 0.000E+00	 1.352E+02	 7.269E+00	-1.017E-01	 6.898E+00	-7.128E-01	 6.075E-01	-9.118E-02	 2.165E+01	 1.367E+00	 3.436E+01	-4.493E+01	 1.030E+00	 2.079E+00	-2.699E-01	 2.613E+00	 2.585E-01	 1.235E+00	 2.296E-01	 6.972E-01	 8.949E-01	-1.140E+00	 1.470E+00	 9.374E+00
   32.8320	 9.526E+00	-5.500E+00	 0.000E+00	 1.561E+02	 1.818E+00	-6.249E-01	-5.943E-01	-1.711E+00	 8.349E-01	 4.209E-01	 4.917E-01	 4.546E+00	 1.142E+02	-4.504E+01	 7.119E-01	 2.093E+00	 3.067E-02	 3.335E+00	 9.921E-02	 1.233E+00	 1.428E-01	 7.193E-01	 1.039E+00	-1.152E+00	 1.462E+00	 1.030E+01
   32.8800	 9.526E+00	-5.500E+00	 0.000E+00	 1.769E+02	 7.909E+00	-4.180E-01	-3.790E+00	 7.410E-02	 9.073E-01	 2.714E-01	 6.416E+00	 5.205E+00	 1.308E+02	-4.517E+01	 3.478E-01	 1.852E+00	 4.879E-01	 3.431E+00	-3.355E-02	 1.053E+00	 6.394E-02	 6.162E-01	 1.221E+00	-1.203E+00	 1.485E+00	 1.091E+01
   32.9280	 9.526E+00	-5.500E+00	 0.000E+00	 1.978E+02	 8.515E+00	 1.140E+00	 5.992E+00	 1.118E+00	 9.575E-01	 1.628E-01	 8.038E+00	 1.865E+00	 4.687E+01	-4.529E+01	 3.525E-03	 1.493E+00	 9.392E-01	 3.207E+00	-1.314E-01	 8.746E-01	 8.535E-03	 5.350E-01	 1.389E+00	-1.317E+00	 1.509E+00	 1.119E+01
   32.9760	 9.526E+00	-5.500E+00	 0.000E+00	 2.186E+02	 3.557E+00	-1.691E+00	-2.629E+00	-3.003E-01	-4.253E-01	-1.242E-02	-2.676E+01	-4.751E-01	-1.194E+01	-4.537E+01	-3.823E-01	 2.326E+00	 1.226E+00	 3.306E+00	-4.189E-01	 1.240E+00	-1.259E-01	 7.423E-01	 1.642E+00	-1.626E+00	 1.532E+00	 1.045E+01
   33.0240	 9.526E+00	-5.500E+00	 0.000E+00	 2.394E+02	-3.788E+00	 8.437E-01	 6.030E+00	 8.183E-01	-1.724E-02	-3.890E-01	 8.668E+00	-2.271E+00	-5.707E+01	-4.541E+01	-5.583E-01	 2.284E+00	 1.436E+00	 2.895E+00	-4.775E-01	 1.247E+00	-1.479E-01	 7.835E-01	 1.647E+00	-1.815E+00	 1.594E+00	 1.009E+01
   33.0720	 9.526E+00	-5.500E+00	 0.000E+00	 2.603E+02	 1.042E+01	-1.090E-02	 5.209E+00	 1.346E+00	-7.090E-01	-1.602E-01	-1.108E+01	-3.521E+00	-8.848E+01	-4.542E+01	-6.427E-01	 2.220E+00	 1.513E+00	 2.546E+00	-4.987E-01	 1.155E+00	-1.667E-01	 6.950E-01	 1.488E+00	-1.902E+00	 1.665E+00	 9.769E+00
   33.1200	 9.526E+00	-5.500E+00	 0.000E+00	 2.811E+02	-4.851E+00	-4.377E-01	 9.420E-01	-2.380E-01	-2.321E-01	 5.957E-02	-9.186E+00	-5.026E+00	-1.263E+02	-4.540E+01	-6.406E-01	 2.778E+00	 1.375E+00	 2.689E+00	-5.728E-01	 1.512E+00	-1.874E-01	 9.303E-01	 1.280E+00	-1.901E+00	 1.681E+00	 9.625E+00
   33.1680	 9.526E+00	-5.500E+00	 0.000E+00	 3.019E+02	 5.234E+00	 6.702E-03	 3.324E+00	-6.585E-01	 1.928E-01	-1.667E-01	 2.197E+01	-4.550E-01	-1.144E+01	-4.537E+01	-4.002E-01	 2.654E+00	 1.144E+00	 2.324E+00	-4.506E-01	 1.442E+00	-1.316E-01	 8.657E-01	 9.740E-01	-1.702E+00	 1.700E+00	 9.474E+00
   33.2160	 9.526E+00	-5.500E+00	 0.000E+00	 3.227E+02	 9.516E+00	-1.614E+00	 3.863E+00	-9.725E-01	 2.375E-01	 3.140E-01	-3.561E+00	 2.942E+00	 7.392E+01	-4.534E+01	-1.358E-01	 2.731E+00	 8.989E-01	 2.180E+00	-3.537E-01	 1.484E+00	-8.789E-02	 8.672E-01	 7.386E-01	-1.388E+00	 1.694E+00	 9.462E+00
   33.2640	 9.526E+00	-5.500E+00	 0.000E+00	 3.435E+02	-3.122E+00	 1.034E-01	 2.727E-01	-9.474E-01	 7.520E-01	 1.396E-01	 1.402E+01	 4.907E+00	 1.233E+02	-4.531E+01	 2.523E-01	 3.200E+00	 5.305E-01	 2.308E+00	-2.248E-01	 1.816E+00	 3.326E-03	 1.069E+00	 6.659E-01	-1.121E+00	 1.673E+00	 9.720E+00
   33.3120	 9.526E+00	-5.500E+00	 0.000E+00	 4.377E+00	 9.572E+00	 2.069E-01	-1.294E+01	 3.689E+00	 6.161E-01	 2.526E-01	 5.184E+00	 5.411E+00	 1.360E+02	-4.529E+01	 6.774E-01	 2.969E+00	 2.319E-01	 1.976E+00	 3.354E-03	 1.689E+00	 1.146E-01	 9.549E-01	 6.565E-01	-8.503E-01	 1.641E+00	 9.720E+00
   33.3600	 9.526E+00	-5.500E+00	 0.000E+00	 2.523E+01	 5.189E+00	-1.835E-02	 9.052E+00	-8.268E-01	 6.575E-01	 9.307E-01	-3.398E+01	-7.903E-02	-1.986E+00	-4.525E+01	 1.060E+00	 2.897E+00	-1.302E-01	 1.992E+00	 1.732E-01	 1.701E+00	 1.988E-01	 9.634E-01	 8.551E-01	-8.318E-01	 1.560E+00	 9.669E+00
   33.4080	 9.526E+00	-5.500E+00	 0.000E+00	 4.606E+01	 2.197E+00	 1.336E+00	-1.006E+01	 1.102E+00	 8.904E-01	-2.371E-01	 2.992E+01	-2.414E+00	-6.066E+01	-4.519E+01	 1.309E+00	 3.065E+00	-4.404E-01	 2.456E+00	 2.838E-01	 1.824E+00	 2.727E-01	 1.027E+00	 1.095E+00	-9.336E-01	 1.462E+00	 9.382E+00
   33.4560	 9.526E+00	-5.500E+00	 0.000E+00	 6.689E+01	 6.844E+00	-1.024E-02	 8.820E+00	-1.919E-01	 2.659E-01	 6.110E-01	-2.758E+01	-1.756E+00	-4.413E+01	-4.511E+01	 1.461E+00	 2.604E+00	-5.713E-01	 2.221E+00	 3.989E-01	 1.573E+00	 3.152E-01	 8.765E-01	 1.348E+00	-1.173E+00	 1.427E+00	 9.386E+00
   33.5040	 9.526E+00	-5.500E+00	 0.000E+00	 8.769E+01	 3.753E+00	 1.010E+00	 2.809E+00	 1.770E-01	-1.716E-01	 6.839E-02	-5.125E+00	-6.675E+00	-1.677E+02	-4.501E+01	 1.477E+00	 2.675E+00	-6.599E-01	 2.274E+00	 4.148E-01	 1.613E+00	 3.345E-01	 8.982E-01	 1.527E+00	-1.440E+00	 1.384E+00	 9.520E+00
   33.5520	 9.526E+00	-5.500E+00	 0.000E+00	 1.085E+02	-2.690E+00	-1.538E-01	-1.740E+00	 9.748E-02	-3.683E-01	-4.340E-01	 1.521E+01	-3.121E+00	-7.842E+01	-4.491E+01	 1.295E+00	 2.721E+00	-5.906E-01	 2.754E+00	 3.124E-01	 1.627E+00	 2.818E-01	 9.237E-01	 1.655E+00	-1.664E+00	 1.354E+00	 9.651E+00
   33.6000	 9.526E+00	-5.500E+00	 0.000E+00	 1.293E+02	 3.811E+00	-1.387E+00	 9.741E+00	-1.447E+00	-7.180E-01	-1.131E-01	-5.369E+00	 2.998E-01	 7.533E+00	-4.482E+01	 1.078E+00	 2.365E+00	-3.523E-01	 2.477E+00	 2.416E-01	 1.385E+00	 2.259E-01	 7.814E-01	 1.657E+00	-1.772E+00	 1.392E+00	 9.787E+00
   33.6480	 9.526E+00	-5.500E+00	 0.000E+00	 1.501E+02	 3.797E-01	-2.616E-01	 2.919E+00	-1.032E+00	-4.860E-01	-4.248E-01	 2.142E+01	 3.698E+00	 9.294E+01	-4.475E+01	 7.957E-01	 2.401E+00	-6.289E-02	 2.875E+00	 1.129E-01	 1.389E+00	 1.627E-01	 7.969E-01	 1.587E+00	-1.710E+00	 1.441E+00	 1.006E+01
   33.6960	 9.526E+00	-5.500E+00	 0.000E+00	 1.710E+02	-1.329E+00	-7.580E-01	 1.296E+00	-7.358E-01	-1.302E-01	 1.151E-01	 2.033E+00	 6.630E+00	 1.666E+02	-4.472E+01	 4.380E-01	 2.256E+00	 3.529E-01	 3.282E+00	-4.350E-02	 1.290E+00	 7.210E-02	 7.610E-01	 1.445E+00	-1.528E+00	 1.520E+00	 1.055E+01
   33.7440	 9.526E+00	-5.500E+00	 0.000E+00	 1.918E+02	 6.338E+00	-6.254E-01	 5.797E+00	 5.167E-01	 4.120E-01	 2.972E-01	 1.966E+00	 2.359E+00	 5.929E+01	-4.471E+01	 1.391E-01	 1.719E+00	 8.018E-01	 2.960E+00	-1.186E-01	 1.006E+00	 4.958E-03	 6.031E-01	 1.247E+00	-1.266E+00	 1.573E+00	 1.057E+01
   33.7920	 9.526E+00	-5.500E+00	 0.000E+00	 2.127E+02	-9.055E-01	 1.227E+00	 2.270E+00	 1.366E+00	 5.078E-01	-1.225E-01	 2.401E+01	-1.184E-01	-2.975E+00	-4.472E+01	-2.302E-01	 2.064E+00	 1.148E+00	 3.198E+00	-3.069E-01	 1.148E+00	-6.672E-02	 7.066E-01	 1.153E+00	-1.124E+00	 1.568E+00	 1.015E+01
   33.8400	 9.526E+00	-5.500E+00	 0.000E+00	 2.335E+02	 1.080E+00	-5.754E-01	 5.881E-01	-5.936E-01	-2.729E-01	 5.767E-01	-3.478E+01	-6.469E-01	-1.626E+01	-4.473E+01	-4.770E-01	 2.414E+00	 1.355E+00	 3.011E+00	-4.666E-01	 1.294E+00	-1.453E-01	 7.832E-01	 1.107E+00	-1.038E+00	 1.538E+00	 9.387E+00
   33.8880	 9.526E+00	-5.500E+00	 0.000E+00	 2.543E+02	 5.899E+00	 1.620E+00	 8.404E+00	 1.492E+00	 4.910E-01	 3.103E-01	 2.800E+00	-5.519E+00	-1.387E+02	-4.474E+01	-5.687E-01	 1.948E+00	 1.489E+00	 2.586E+00	-4.354E-01	 1.052E+00	-1.375E-01	 6.591E-01	 9.779E-01	-9.373E-01	 1.490E+00	 9.086E+00
   33.9360	 9.526E+00	-5.500E+00	 0.000E+00	 2.751E+02	 3.097E+00	-1.807E-01	-1.211E+00	 6.540E-01	 2.133E-01	 1.616E-01	-2.396E+00	-5.413E+00	-1.360E+02	-4.475E+01	-6.503E-01	 2.524E+00	 1.425E+00	 2.702E+00	-5.417E-01	 1.356E+00	-1.788E-01	 8.258E-01	 1.013E+00	-9.946E-01	 1.401E+00	 8.953E+00
   33.9840	 9.526E+00	-5.500E+00	 0.000E+00	 2.959E+02	 5.411E-01	-6.974E-01	 2.552E+00	-1.352E+00	 4.637E-01	 1.480E-01	-1.918E+00	-2.993E+00	-7.521E+01	-4.478E+01	-5.031E-01	 2.677E+00	 1.210E+00	 2.491E+00	-5.071E-01	 1.460E+00	-1.617E-01	 8.886E-01	 1.049E+00	-1.033E+00	 1.330E+00	 9.040E+00
   34.0320	 9.526E+00	-5.500E+00	 0.000E+00	 3.167E+02	 8.645E+00	-1.072E+00	 5.783E+00	-1.512E-01	 4.254E-01	-3.766E-01	 1.992E+01	 1.503E+00	 3.777E+01	-4.483E+01	-2.638E-01	 2.596E+00	 1.010E+00	 2.113E+00	-3.904E-01	 1.406E+00	-1.085E-01	 8.318E-01	 1.124E+00	-1.077E+00	 1.315E+00	 9.427E+00
   34.0800	 9.526E+00	-5.500E+00	 0.000E+00	 3.376E+02	-1.370E+00	-1.775E+00	 1.192E+00	-7.397E-01	-1.785E-01	-4.925E-01	 1.883E+00	 4.750E+00	 1.194E+02	-4.490E+01	 4.249E-02	 3.329E+00	 6.839E-01	 2.178E+00	-3.399E-01	 1.841E+00	-5.805E-02	 1.075E+00	 1.288E+00	-1.177E+00	 1.344E+00	 1.036E+01
   34.1280	 9.526E+00	-5.500E+00	 0.000E+00	 3.584E+02	-2.009E+00	-1.495E-01	 7.080E+00	-2.769E-01	-3.453E-01	-4.666E-01	 5.718E+00	 5.566E+00	 1.399E+02	-4.500E+01	 5.032E-01	 3.363E+00	 3.312E-01	 1.877E+00	-1.239E-01	 1.905E+00	 6.153E-02	 1.101E+00	 1.414E+00	-1.279E+00	 1.425E+00	 1.095E+01
   34.1760	 9.526E+00	-5.500E+00	 0.000E+00	 1.925E+01	 5.450E+00	 9.618E-01	 1.167E+01	 7.148E-01	-6.051E-01	-3.341E-01	 7.769E+00	 2.940E+00	 7.389E+01	-4.510E+01	 9.523E-01	 3.203E+00	-1.904E-02	 1.580E+00	 1.088E-01	 1.834E+00	 1.805E-01	 1.029E+00	 1.516E+00	-1.445E+00	 1.513E+00	 1.121E+01
   34.2240	 9.526E+00	-5.500E+00	 0.000E+00	 4.009E+01	-2.940E+00	-5.428E-01	 1.858E-01	-1.593E+00	-4.794E-01	 4.497E-01	-3.140E+01	-5.177E-01	-1.301E+01	-4.518E+01	 1.238E+00	 3.335E+00	-3.951E-01	 2.335E+00	 2.023E-01	 1.959E+00	 2.305E-01	 1.113E+00	 1.641E+00	-1.719E+00	 1.586E+00	 1.050E+01
   34.2720	 9.526E+00	-5.500E+00	 0.000E+00	 6.093E+01	 5.878E+00	 1.490E+00	-3.265E+00	 1.660E+00	-1.033E-01	-2.050E-01	 2.183E+01	-1.824E+00	-4.584E+01	-4.523E+01	 1.449E+00	 2.862E+00	-5.512E-01	 2.232E+00	 3.801E-01	 1.707E+00	 3.208E-01	 9.492E-01	 1.564E+00	-1.869E+00	 1.677E+00	 1.007E+01
   34.3200	 9.526E+00	-5.500E+00	 0.000E+00	 8.175E+01	 4.639E+00	 8.092E-01	 1.059E+01	-3.988E-01	-1.407E-01	 5.810E-01	-2.736E+01	-3.757E+00	-9.441E+01	-4.525E+01	 1.507E+00	 2.581E+00	-6.373E-01	 2.226E+00	 4.340E-01	 1.568E+00	 3.403E-01	 8.757E-01	 1.356E+00	-1.891E+00	 1.738E+00	 9.685E+00
   34.3680	 9.526E+00	-5.500E+00	 0.000E+00	 1.025E+02	 7.947E-01	 2.309E-01	-5.553E+00	 3.762E-02	-6.751E-03	-1.487E-01	 5.856E+00	-5.353E+00	-1.345E+02	-4.525E+01	 1.368E+00	 2.688E+00	-6.248E-01	 2.772E+00	 3.539E-01	 1.611E+00	 3.039E-01	 9.062E-01	 1.136E+00	-1.804E+00	 1.713E+00	 9.492E+00
   34.4160	 9.526E+00	-5.500E+00	 0.000E+00	 1.233E+02	 3.585E+00	-8.300E-01	 7.402E+00	-2.225E-01	 4.042E-01	-2.225E-01	 1.455E+01	-3.792E-02	-9.529E-01	-4.526E+01	 1.131E+00	 2.251E+00	-3.776E-01	 2.653E+00	 2.819E-01	 1.346E+00	 2.473E-01	 7.648E-01	 8.631E-01	-1.535E+00	 1.684E+00	 9.370E+00
   34.4640	 9.526E+00	-5.500E+00	 0.000E+00	 1.442E+02	 5.391E+00	-8.482E-01	 6.063E+00	-1.607E+00	 3.570E-01	 5.564E-02	-3.009E+00	 2.344E+00	 5.890E+01	-4.527E+01	 8.904E-01	 2.149E+00	-1.268E-01	 2.789E+00	 1.794E-01	 1.259E+00	 1.869E-01	 7.166E-01	 7.027E-01	-1.193E+00	 1.621E+00	 9.435E+00
   34.5120	 9.526E+00	-5.500E+00	 0.000E+00	 1.650E+02	 6.878E-03	-5.668E-01	-2.830E+00	 5.549E-02	 7.083E-01	-1.234E-01	 1.765E+01	 4.916E+00	 1.235E+02	-4.529E+01	 5.191E-01	 2.198E+00	 2.657E-01	 3.303E+00	 3.104E-03	 1.272E+00	 9.693E-02	 7.466E-01	 6.927E-01	-9.178E-01	 1.562E+00	 9.869E+00
   34.5600	 9.526E+00	-5.500E+00	 0.000E+00	 1.859E+02	-4.693E+00	 2.512E+00	 7.662E+00	-2.528E-01	 1.465E-01	 2.913E-01	-1.088E+01	 4.692E+00	 1.179E+02	-4.531E+01	 2.071E-01	 1.909E+00	 6.940E-01	 3.006E+00	-1.105E-01	 1.068E+00	 8.588E-03	 6.106E-01	 7.822E-01	-7.388E-01	 1.518E+00	 9.845E+00
   34.6080	 9.526E+00	-5.500E+00	 0.000E+00	 2.067E+02	 5.184E+00	-2.279E-01	 4.518E+00	 6.421E-02	 6.721E-02	 3.134E-01	-2.041E+01	-9.074E-01	-2.280E+01	-4.531E+01	-1.534E-01	 1.943E+00	 1.067E+00	 2.990E+00	-2.652E-01	 1.073E+00	-5.454E-02	 6.471E-01	 1.003E+00	-8.044E-01	 1.454E+00	 9.874E+00
   34.6560	 9.526E+00	-5.500E+00	 0.000E+00	 2.275E+02	-7.227E+00	 6.554E-01	 1.918E+00	 1.235E+00	 1.402E-01	-5.302E-01	 2.860E+01	-1.457E+00	-3.662E+01	-4.528E+01	-4.716E-01	 2.475E+00	 1.324E+00	 3.081E+00	-4.641E-01	 1.360E+00	-1.340E-01	 8.441E-01	 1.262E+00	-1.039E+00	 1.414E+00	 9.521E+00
   34.7040	 9.526E+00	-5.500E+00	 0.000E+00	 2.484E+02	 9.147E+00	-5.288E-01	 6.815E+00	-2.675E-01	-6.794E-01	 3.303E-01	-3.676E+01	-2.086E+00	-5.243E+01	-4.522E+01	-5.876E-01	 2.184E+00	 1.467E+00	 2.592E+00	-4.801E-01	 1.142E+00	-1.599E-01	 6.888E-01	 1.451E+00	-1.364E+00	 1.453E+00	 9.549E+00
   34.7520	 9.526E+00	-5.500E+00	 0.000E+00	 2.692E+02	 8.117E-01	 5.789E-01	 3.765E+00	 1.413E+00	 7.468E-02	-2.256E-01	 1.173E+01	-5.977E+00	-1.502E+02	-4.513E+01	-6.671E-01	 2.347E+00	 1.474E+00	 2.697E+00	-5.254E-01	 1.268E+00	-1.726E-01	 7.895E-01	 1.557E+00	-1.695E+00	 1.483E+00	 9.671E+00
   34.8000	 9.526E+00	-5.500E+00	 0.000E+00	 2.900E+02	 1.492E-01	-3.863E-01	-3.116E+00	-5.730E-01	-4.812E-02	-1.387E-01	 3.336E+00	-2.220E+00	-5.578E+01	-4.504E+01	-5.728E-01	 2.795E+00	 1.278E+00	 2.678E+00	-5.401E-01	 1.511E+00	-1.703E-01	 9.138E-01	 1.579E+00	-1.907E+00	 1.513E+00	 9.769E+00
   34.8480	 9.526E+00	-5.500E+00	 0.000E+00	 3.108E+02	 8.953E+00	-1.051E+00	 5.644E+00	-1.182E+00	 2.885E-01	 2.047E-02	 2.424E+00	 7.231E-01	 1.817E+01	-4.496E+01	-3.137E-01	 2.477E+00	 1.058E+00	 2.340E+00	-4.008E-01	 1.342E+00	-1.174E-01	 8.020E-01	 1.503E+00	-1.962E+00	 1.573E+00	 9.826E+00
   34.8960	 9.526E+00	-5.500E+00	 0.000E+00	 3.316E+02	 3.321E+00	-9.345E-01	-1.524E+00	-2.455E-01	 4.052E-01	-2.963E-01	 1.817E+01	 4.199E+00	 1.055E+02	-4.490E+01	-1.668E-02	 2.964E+00	 7.652E-01	 2.377E+00	-3.207E-01	 1.639E+00	-5.827E-02	 9.629E-01	 1.377E+00	-1.798E+00	 1.608E+00	 1.010E+01
   34.9440	 9.526E+00	-5.500E+00	 0.000E+00	 3.525E+02	 8.724E-01	-3.375E-01	 6.350E-01	-8.898E-01	 2.358E-01	-7.273E-02	-1.144E-01	 6.315E+00	 1.587E+02	-4.486E+01	 4.102E-01	 3.237E+00	 4.073E-01	 2.243E+00	-1.543E-01	 1.829E+00	 4.033E-02	 1.059E+00	 1.239E+00	-1.517E+00	 1.637E+00	 1.039E+01
   34.9920	 9.526E+00	-5.500E+00	 0.000E+00	 1.331E+01	 7.301E+00	 1.224E+00	 2.852E+00	 4.414E-01	 4.405E-01	-1.224E-01	 1.336E+01	 1.683E+00	 4.229E+01	-4.485E+01	 8.537E-01	 2.920E+00	 1.112E-01	 1.695E+00	 9.524E-02	 1.685E+00	 1.647E-01	 9.546E-01	 1.071E+00	-1.153E+00	 1.614E+00	 1.039E+01
   35.0400	 9.526E+00	-5.500E+00	 0.000E+00	 3.416E+01	 1.804E+00	 1.126E+00	 1.465E+00	 5.988E-01	 5.414E-01	-1.550E-01	 1.546E+01	-1.589E-01	-3.992E+00	-4.484E+01	 1.168E+00	 3.158E+00	-2.588E-01	 2.187E+00	 2.079E-01	 1.857E+00	 2.342E-01	 1.050E+00	 1.070E+00	-9.684E-01	 1.533E+00	 9.828E+00
   35.0880	 9.526E+00	-5.500E+00	 0.000E+00	 5.499E+01	 2.229E+00	-6.946E-01	 2.854E-02	-5.186E-01	 3.295E-01	 6.300E-01	-3.638E+01	-1.854E+00	-4.660E+01	-4.483E+01	 1.366E+00	 2.923E+00	-4.884E-01	 2.395E+00	 3.106E-01	 1.748E+00	 2.771E-01	 9.862E-01	 1.087E+00	-8.500E-01	 1.442E+00	 9.222E+00
   35.1360	 9.526E+00	-5.500E+00	 0.000E+00	 7.581E+01	 8.421E+00	 1.703E+00	 6.525E+00	 1.742E+00	 4.462E-01	-6.435E-02	 1.217E+01	-5.603E+00	-1.408E+02	-4.481E+01	 1.488E+00	 2.557E+00	-5.805E-01	 1.972E+00	 4.404E-01	 1.548E+00	 3.469E-01	 8.560E-01	 1.040E+00	-7.828E-01	 1.363E+00	 9.003E+00
   35.1840	 9.526E+00	-5.500E+00	 0.000E+00	 9.660E+01	-2.031E+00	 6.597E-02	 2.879E+00	-8.449E-01	 1.281E-01	 2.671E-01	-1.508E+01	-5.450E+00	-1.370E+02	-4.479E+01	 1.407E+00	 2.709E+00	-6.607E-01	 2.579E+00	 3.649E-01	 1.642E+00	 3.088E-01	 9.321E-01	 1.137E+00	-9.139E-01	 1.279E+00	 8.975E+00
   35.2320	 9.526E+00	-5.500E+00	 0.000E+00	 1.174E+02	 3.512E+00	-1.200E+00	 6.815E-01	-3.657E-01	-6.001E-02	-2.170E-01	 1.002E+01	-2.663E+00	-6.693E+01	-4.478E+01	 1.190E+00	 2.492E+00	-4.896E-01	 2.616E+00	 2.832E-01	 1.474E+00	 2.553E-01	 8.290E-01	 1.200E+00	-1.054E+00	 1.249E+00	 9.110E+00
   35.2800	 9.526E+00	-5.500E+00	 0.000E+00	 1.382E+02	 3.679E+00	-2.584E-01	 1.114E+01	-1.633E+00	 1.744E-01	-3.463E-02	 1.408E+01	 2.280E+00	 5.730E+01	-4.479E+01	 9.882E-01	 2.163E+00	-2.542E-01	 2.609E+00	 2.260E-01	 1.282E+00	 2.141E-01	 7.323E-01	 1.264E+00	-1.185E+00	 1.294E+00	 9.535E+00
   35.3280	 9.526E+00	-5.500E+00	 0.000E+00	 1.590E+02	 1.148E+00	-9.152E-01	-2.834E+00	-1.467E+00	 1.588E-01	 1.772E-01	 4.137E+00	 5.187E+00	 1.303E+02	-4.483E+01	 6.468E-01	 2.265E+00	 7.853E-02	 3.294E+00	 5.113E-02	 1.310E+00	 1.226E-01	 7.596E-01	 1.400E+00	-1.370E+00	 1.388E+00	 1.041E+01
   35.3760	 9.526E+00	-5.500E+00	 0.000E+00	 1.799E+02	 5.526E+00	-1.460E-02	 6.031E-01	-8.698E-02	 5.082E-01	 2.021E-01	 7.576E+00	 6.154E+00	 1.546E+02	-4.490E+01	 3.098E-01	 1.900E+00	 5.392E-01	 3.307E+00	-5.464E-02	 1.079E+00	 5.523E-02	 6.361E-01	 1.449E+00	-1.474E+00	 1.519E+00	 1.098E+01
   35.4240	 9.526E+00	-5.500E+00	 0.000E+00	 2.007E+02	 1.395E+01	 2.085E-01	 4.740E+00	 6.019E-01	 1.203E-01	 1.017E-01	-4.920E+00	 3.018E+00	 7.584E+01	-4.498E+01	-4.290E-02	 1.688E+00	 9.780E-01	 3.182E+00	-1.764E-01	 9.318E-01	-1.574E-02	 5.432E-01	 1.506E+00	-1.621E+00	 1.624E+00	 1.114E+01
   35.4720	 9.526E+00	-5.500E+00	 0.000E+00	 2.216E+02	-2.893E+00	-1.010E+00	-2.788E+00	-9.656E-02	-1.023E-01	 1.190E-01	-2.148E+01	-1.015E+00	-2.550E+01	-4.504E+01	-4.046E-01	 2.337E+00	 1.264E+00	 3.330E+00	-4.324E-01	 1.273E+00	-1.299E-01	 7.838E-01	 1.553E+00	-1.778E+00	 1.677E+00	 1.047E+01
   35.5200	 9.526E+00	-5.500E+00	 0.000E+00	 2.424E+02	 1.147E+00	 1.680E+00	 5.994E+00	 1.586E+00	 3.413E-02	-4.188E-01	 1.864E+01	-1.673E+00	-4.204E+01	-4.508E+01	-5.406E-01	 2.203E+00	 1.457E+00	 2.824E+00	-4.504E-01	 1.189E+00	-1.349E-01	 7.355E-01	 1.464E+00	-1.818E+00	 1.719E+00	 9.964E+00
   35.5680	 9.526E+00	-5.500E+00	 0.000E+00	 2.632E+02	 8.978E+00	-4.453E-01	 4.131E+00	 6.814E-01	-5.367E-01	 3.538E-01	-3.216E+01	-4.971E+00	-1.249E+02	-4.511E+01	-6.353E-01	 2.228E+00	 1.503E+00	 2.592E+00	-5.032E-01	 1.169E+00	-1.714E-01	 7.080E-01	 1.271E+00	-1.725E+00	 1.703E+00	 9.543E+00
   35.6160	 9.526E+00	-5.500E+00	 0.000E+00	 2.840E+02	-4.898E+00	 2.403E-01	 9.068E-01	 3.241E-01	 1.968E-01	-1.462E-01	 1.414E+01	-5.334E+00	-1.340E+02	-4.512E+01	-6.120E-01	 2.779E+00	 1.351E+00	 2.678E+00	-5.554E-01	 1.524E+00	-1.755E-01	 9.403E-01	 1.095E+00	-1.551E+00	 1.605E+00	 9.327E+00
   35.6640	 9.526E+00	-5.500E+00	 0.000E+00	 3.048E+02	 8.714E+00	-7.093E-01	 3.758E+00	-1.070E+00	 1.007E-01	-1.695E-02	 5.580E+00	-3.339E-01	-8.390E+00	-4.515E+01	-3.712E-01	 2.627E+00	 1.119E+00	 2.200E+00	-4.393E-01	 1.414E+00	-1.309E-01	 8.375E-01	 8.822E-01	-1.253E+00	 1.528E+00	 9.256E+00
