
Predictions were generated on 05-Aug-2022 at 10:59:13 using OpenFAST, compiled as a 64-bit application using double precision at commit v3.2.1-122-gc1599127-dirty
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn

Description from the FAST input file: Fixed MHK turbine, based on the RM1 tidal current turbine

Time	TwN1Fbx	TwN3Fby	TwN4Fbz	TwN6Mbx	TwN5Mby	TwN2Mbz	B2N4Fbn	B1N7Fbt	B2N8Fbs	B1N2Mbn	B2N3Mbt	B1N6Mbs	B1FldFz	B2FldMx	HbFbx	HbFby	HbFbz	HbMbx	HbMby	HbMbz	NcFbx	NcFby	NcFbz	NcMbx	NcMby	NcMbz	RtFldFxh	RtFldFyh	RtFldFzg	RtFldMxh	RtFldMyg	RtFldMzh	B1N3SigCr	B2N5SigCr	B1N2SgCav	B2N6SgCav
    4.0800	-1.227E+02	-4.784E+01	-1.241E+04	-3.336E-01	 9.447E+01	 3.332E-04	-9.379E+02	-1.166E+03	-8.638E+03	-2.385E+01	 3.457E+01	-3.518E-03	-9.099E+04	-3.179E+04	-1.390E+04	-6.686E+04	 2.062E+04	 7.352E+00	-5.322E+03	-1.486E+04	-7.394E+04	-1.465E+03	-1.413E+06	-3.240E+01	-1.530E+05	 3.719E+01	 1.607E+05	-4.611E+04	 1.859E+04	 8.143E+04	-2.237E+04	-2.208E+03	 3.439E+01	 1.215E+01	 2.274E+00	 1.161E+00
    4.1100	-1.198E+02	-4.233E+01	-1.241E+04	-2.613E-01	 9.502E+01	 3.461E-04	-9.325E+02	-1.150E+03	-8.749E+03	-2.354E+01	 3.439E+01	-3.445E-03	-8.986E+04	-2.919E+04	-1.398E+04	-6.594E+04	 2.268E+04	 7.362E+00	-5.854E+03	-1.465E+04	-7.449E+04	-1.442E+03	-1.413E+06	-2.537E+01	-1.529E+05	 6.099E+01	 1.619E+05	-4.509E+04	 1.824E+04	 8.277E+04	-3.110E+04	-2.214E+03	 3.429E+01	 1.222E+01	 2.285E+00	 1.168E+00
    4.1400	-1.167E+02	-3.671E+01	-1.241E+04	-1.879E-01	 9.557E+01	 3.588E-04	-9.265E+02	-1.133E+03	-8.858E+03	-2.320E+01	 3.418E+01	-3.368E-03	-8.875E+04	-2.648E+04	-1.405E+04	-6.493E+04	 2.470E+04	 7.377E+00	-6.378E+03	-1.443E+04	-7.504E+04	-1.418E+03	-1.413E+06	-1.825E+01	-1.528E+05	 8.493E+01	 1.631E+05	-4.401E+04	 1.792E+04	 8.419E+04	-4.085E+04	-2.218E+03	 3.417E+01	 1.229E+01	 2.296E+00	 1.175E+00
    4.1700	-1.133E+02	-3.099E+01	-1.241E+04	-1.137E-01	 9.611E+01	 3.712E-04	-9.200E+02	-1.114E+03	-8.965E+03	-2.284E+01	 3.395E+01	-3.289E-03	-8.766E+04	-2.368E+04	-1.412E+04	-6.384E+04	 2.670E+04	 7.398E+00	-6.894E+03	-1.419E+04	-7.560E+04	-1.391E+03	-1.414E+06	-1.104E+01	-1.527E+05	 1.089E+02	 1.645E+05	-4.288E+04	 1.763E+04	 8.566E+04	-5.153E+04	-2.219E+03	 3.401E+01	 1.235E+01	 2.306E+00	 1.181E+00
    4.2000	-1.097E+02	-2.521E+01	-1.241E+04	-3.900E-02	 9.665E+01	 3.833E-04	-9.128E+02	-1.094E+03	-9.071E+03	-2.244E+01	 3.369E+01	-3.207E-03	-8.660E+04	-2.080E+04	-1.418E+04	-6.267E+04	 2.866E+04	 7.424E+00	-7.400E+03	-1.393E+04	-7.615E+04	-1.362E+03	-1.414E+06	-3.787E+00	-1.526E+05	 1.328E+02	 1.660E+05	-4.171E+04	 1.738E+04	 8.717E+04	-6.304E+04	-2.217E+03	 3.382E+01	 1.240E+01	 2.316E+00	 1.188E+00
    4.2300	-1.059E+02	-1.938E+01	-1.241E+04	 3.587E-02	 9.718E+01	 3.950E-04	-9.051E+02	-1.072E+03	-9.174E+03	-2.202E+01	 3.342E+01	-3.122E-03	-8.557E+04	-1.786E+04	-1.425E+04	-6.142E+04	 3.058E+04	 7.457E+00	-7.897E+03	-1.365E+04	-7.670E+04	-1.330E+03	-1.414E+06	 3.483E+00	-1.526E+05	 1.566E+02	 1.675E+05	-4.048E+04	 1.717E+04	 8.871E+04	-7.528E+04	-2.212E+03	 3.360E+01	 1.243E+01	 2.324E+00	 1.194E+00
    4.2600	-1.019E+02	-1.352E+01	-1.241E+04	 1.106E-01	 9.770E+01	 4.063E-04	-8.969E+02	-1.049E+03	-9.275E+03	-2.157E+01	 3.312E+01	-3.036E-03	-8.457E+04	-1.484E+04	-1.431E+04	-6.008E+04	 3.247E+04	 7.495E+00	-8.385E+03	-1.335E+04	-7.725E+04	-1.297E+03	-1.414E+06	 1.074E+01	-1.525E+05	 1.800E+02	 1.691E+05	-3.921E+04	 1.701E+04	 9.028E+04	-8.816E+04	-2.204E+03	 3.335E+01	 1.246E+01	 2.331E+00	 1.199E+00
    4.2900	-9.790E+01	-7.648E+00	-1.241E+04	 1.851E-01	 9.822E+01	 4.172E-04	-8.881E+02	-1.025E+03	-9.374E+03	-2.110E+01	 3.279E+01	-2.948E-03	-8.359E+04	-1.178E+04	-1.438E+04	-5.867E+04	 3.431E+04	 7.538E+00	-8.861E+03	-1.304E+04	-7.780E+04	-1.262E+03	-1.415E+06	 1.797E+01	-1.524E+05	 2.032E+02	 1.707E+05	-3.790E+04	 1.688E+04	 9.187E+04	-1.016E+05	-2.194E+03	 3.308E+01	 1.247E+01	 2.338E+00	 1.205E+00
    4.3200	-9.380E+01	-1.794E+00	-1.241E+04	 2.590E-01	 9.873E+01	 4.276E-04	-8.788E+02	-9.993E+02	-9.471E+03	-2.059E+01	 3.245E+01	-2.858E-03	-8.265E+04	-8.659E+03	-1.444E+04	-5.717E+04	 3.611E+04	 7.587E+00	-9.327E+03	-1.270E+04	-7.834E+04	-1.224E+03	-1.415E+06	 2.515E+01	-1.523E+05	 2.259E+02	 1.724E+05	-3.655E+04	 1.680E+04	 9.346E+04	-1.154E+05	-2.180E+03	 3.278E+01	 1.248E+01	 2.344E+00	 1.210E+00
    4.3500	-8.967E+01	 4.029E+00	-1.241E+04	 3.321E-01	 9.924E+01	 4.376E-04	-8.689E+02	-9.723E+02	-9.566E+03	-2.006E+01	 3.209E+01	-2.767E-03	-8.173E+04	-5.503E+03	-1.450E+04	-5.560E+04	 3.787E+04	 7.641E+00	-9.782E+03	-1.235E+04	-7.888E+04	-1.186E+03	-1.415E+06	 3.224E+01	-1.522E+05	 2.482E+02	 1.742E+05	-3.516E+04	 1.675E+04	 9.505E+04	-1.295E+05	-2.163E+03	 3.246E+01	 1.247E+01	 2.350E+00	 1.214E+00
    4.3800	-8.555E+01	 9.801E+00	-1.241E+04	 4.042E-01	 9.974E+01	 4.472E-04	-8.586E+02	-9.439E+02	-9.658E+03	-1.951E+01	 3.170E+01	-2.674E-03	-8.085E+04	-2.314E+03	-1.457E+04	-5.395E+04	 3.959E+04	 7.700E+00	-1.022E+04	-1.199E+04	-7.942E+04	-1.146E+03	-1.415E+06	 3.925E+01	-1.521E+05	 2.700E+02	 1.760E+05	-3.374E+04	 1.675E+04	 9.663E+04	-1.438E+05	-2.143E+03	 3.212E+01	 1.246E+01	 2.354E+00	 1.219E+00
    4.4100	-8.145E+01	 1.551E+01	-1.241E+04	 4.751E-01	 1.002E+02	 4.564E-04	-8.478E+02	-9.143E+02	-9.747E+03	-1.892E+01	 3.129E+01	-2.580E-03	-8.000E+04	 9.005E+02	-1.463E+04	-5.223E+04	 4.125E+04	 7.764E+00	-1.065E+04	-1.160E+04	-7.994E+04	-1.105E+03	-1.416E+06	 4.614E+01	-1.521E+05	 2.913E+02	 1.778E+05	-3.228E+04	 1.679E+04	 9.819E+04	-1.582E+05	-2.120E+03	 3.177E+01	 1.244E+01	 2.359E+00	 1.222E+00
    4.4400	-7.740E+01	 2.113E+01	-1.241E+04	 5.447E-01	 1.007E+02	 4.651E-04	-8.366E+02	-8.833E+02	-9.834E+03	-1.832E+01	 3.087E+01	-2.484E-03	-7.918E+04	 4.136E+03	-1.468E+04	-5.042E+04	 4.286E+04	 7.833E+00	-1.107E+04	-1.120E+04	-8.046E+04	-1.064E+03	-1.416E+06	 5.289E+01	-1.520E+05	 3.120E+02	 1.796E+05	-3.078E+04	 1.686E+04	 9.972E+04	-1.726E+05	-2.093E+03	 3.140E+01	 1.241E+01	 2.362E+00	 1.226E+00
    4.4700	-7.343E+01	 2.664E+01	-1.241E+04	 6.127E-01	 1.012E+02	 4.734E-04	-8.249E+02	-8.511E+02	-9.917E+03	-1.768E+01	 3.042E+01	-2.387E-03	-7.839E+04	 7.385E+03	-1.474E+04	-4.855E+04	 4.442E+04	 7.907E+00	-1.147E+04	-1.079E+04	-8.097E+04	-1.021E+03	-1.416E+06	 5.949E+01	-1.519E+05	 3.320E+02	 1.814E+05	-2.926E+04	 1.697E+04	 1.012E+05	-1.869E+05	-2.063E+03	 3.103E+01	 1.238E+01	 2.365E+00	 1.229E+00
    4.5000	-6.958E+01	 3.204E+01	-1.241E+04	 6.789E-01	 1.017E+02	 4.811E-04	-8.128E+02	-8.176E+02	-9.998E+03	-1.703E+01	 2.996E+01	-2.289E-03	-7.764E+04	 1.064E+04	-1.480E+04	-4.661E+04	 4.593E+04	 7.985E+00	-1.186E+04	-1.036E+04	-8.147E+04	-9.786E+02	-1.416E+06	 6.592E+01	-1.518E+05	 3.514E+02	 1.832E+05	-2.770E+04	 1.711E+04	 1.027E+05	-2.009E+05	-2.029E+03	 3.065E+01	 1.234E+01	 2.367E+00	 1.232E+00
    4.5300	-6.586E+01	 3.731E+01	-1.241E+04	 7.431E-01	 1.021E+02	 4.884E-04	-8.003E+02	-7.829E+02	-1.008E+04	-1.634E+01	 2.948E+01	-2.188E-03	-7.692E+04	 1.390E+04	-1.486E+04	-4.459E+04	 4.737E+04	 8.067E+00	-1.224E+04	-9.909E+03	-8.197E+04	-9.355E+02	-1.416E+06	 7.216E+01	-1.517E+05	 3.700E+02	 1.851E+05	-2.612E+04	 1.728E+04	 1.041E+05	-2.146E+05	-1.991E+03	 3.026E+01	 1.230E+01	 2.369E+00	 1.234E+00
    4.5600	-6.232E+01	 4.243E+01	-1.241E+04	 8.054E-01	 1.026E+02	 4.953E-04	-7.875E+02	-7.471E+02	-1.015E+04	-1.564E+01	 2.898E+01	-2.086E-03	-7.624E+04	 1.716E+04	-1.491E+04	-4.251E+04	 4.876E+04	 8.152E+00	-1.260E+04	-9.445E+03	-8.245E+04	-8.923E+02	-1.417E+06	 7.821E+01	-1.517E+05	 3.878E+02	 1.869E+05	-2.451E+04	 1.747E+04	 1.054E+05	-2.278E+05	-1.949E+03	 2.988E+01	 1.225E+01	 2.370E+00	 1.236E+00
    4.5900	-5.898E+01	 4.740E+01	-1.241E+04	 8.655E-01	 1.030E+02	 5.016E-04	-7.743E+02	-7.101E+02	-1.022E+04	-1.491E+01	 2.847E+01	-1.982E-03	-7.559E+04	 2.041E+04	-1.497E+04	-4.036E+04	 5.009E+04	 8.240E+00	-1.294E+04	-8.968E+03	-8.292E+04	-8.492E+02	-1.417E+06	 8.404E+01	-1.516E+05	 4.049E+02	 1.886E+05	-2.287E+04	 1.768E+04	 1.067E+05	-2.405E+05	-1.903E+03	 2.950E+01	 1.221E+01	 2.371E+00	 1.237E+00
    4.6200	-5.586E+01	 5.220E+01	-1.241E+04	 9.233E-01	 1.034E+02	 5.075E-04	-7.609E+02	-6.720E+02	-1.029E+04	-1.416E+01	 2.794E+01	-1.875E-03	-7.498E+04	 2.365E+04	-1.502E+04	-3.814E+04	 5.134E+04	 8.330E+00	-1.326E+04	-8.476E+03	-8.338E+04	-8.063E+02	-1.417E+06	 8.965E+01	-1.515E+05	 4.212E+02	 1.903E+05	-2.120E+04	 1.791E+04	 1.080E+05	-2.524E+05	-1.853E+03	 2.912E+01	 1.217E+01	 2.372E+00	 1.238E+00
    4.6500	-5.300E+01	 5.683E+01	-1.241E+04	 9.787E-01	 1.039E+02	 5.129E-04	-7.472E+02	-6.328E+02	-1.035E+04	-1.339E+01	 2.740E+01	-1.767E-03	-7.441E+04	 2.687E+04	-1.507E+04	-3.586E+04	 5.253E+04	 8.421E+00	-1.357E+04	-7.970E+03	-8.383E+04	-7.639E+02	-1.417E+06	 9.504E+01	-1.514E+05	 4.367E+02	 1.920E+05	-1.951E+04	 1.815E+04	 1.091E+05	-2.636E+05	-1.797E+03	 2.875E+01	 1.212E+01	 2.372E+00	 1.239E+00
    4.6800	-5.041E+01	 6.128E+01	-1.241E+04	 1.032E+00	 1.043E+02	 5.178E-04	-7.333E+02	-5.926E+02	-1.041E+04	-1.260E+01	 2.684E+01	-1.656E-03	-7.388E+04	 3.008E+04	-1.513E+04	-3.353E+04	 5.365E+04	 8.513E+00	-1.386E+04	-7.451E+03	-8.427E+04	-7.220E+02	-1.417E+06	 1.002E+02	-1.514E+05	 4.514E+02	 1.936E+05	-1.779E+04	 1.840E+04	 1.102E+05	-2.739E+05	-1.738E+03	 2.840E+01	 1.208E+01	 2.372E+00	 1.239E+00
    4.7100	-4.812E+01	 6.555E+01	-1.241E+04	 1.082E+00	 1.047E+02	 5.223E-04	-7.192E+02	-5.514E+02	-1.047E+04	-1.179E+01	 2.628E+01	-1.542E-03	-7.339E+04	 3.326E+04	-1.518E+04	-3.114E+04	 5.470E+04	 8.604E+00	-1.413E+04	-6.920E+03	-8.469E+04	-6.807E+02	-1.418E+06	 1.051E+02	-1.513E+05	 4.652E+02	 1.952E+05	-1.605E+04	 1.864E+04	 1.113E+05	-2.832E+05	-1.673E+03	 2.805E+01	 1.205E+01	 2.372E+00	 1.239E+00
    4.7400	-4.614E+01	 6.963E+01	-1.241E+04	 1.131E+00	 1.051E+02	 5.262E-04	-7.050E+02	-5.094E+02	-1.052E+04	-1.096E+01	 2.570E+01	-1.426E-03	-7.294E+04	 3.643E+04	-1.523E+04	-2.869E+04	 5.567E+04	 8.693E+00	-1.438E+04	-6.376E+03	-8.510E+04	-6.403E+02	-1.418E+06	 1.098E+02	-1.512E+05	 4.783E+02	 1.967E+05	-1.429E+04	 1.888E+04	 1.123E+05	-2.914E+05	-1.602E+03	 2.771E+01	 1.202E+01	 2.371E+00	 1.239E+00
    4.7700	-4.449E+01	 7.352E+01	-1.241E+04	 1.176E+00	 1.055E+02	 5.298E-04	-6.907E+02	-4.664E+02	-1.057E+04	-1.012E+01	 2.511E+01	-1.307E-03	-7.254E+04	 3.959E+04	-1.528E+04	-2.620E+04	 5.657E+04	 8.779E+00	-1.461E+04	-5.822E+03	-8.550E+04	-6.008E+02	-1.418E+06	 1.142E+02	-1.512E+05	 4.906E+02	 1.981E+05	-1.250E+04	 1.909E+04	 1.132E+05	-2.985E+05	-1.527E+03	 2.739E+01	 1.199E+01	 2.370E+00	 1.239E+00
    4.8000	-4.319E+01	 7.722E+01	-1.241E+04	 1.220E+00	 1.059E+02	 5.329E-04	-6.764E+02	-4.227E+02	-1.061E+04	-9.259E+00	 2.451E+01	-1.186E-03	-7.217E+04	 4.273E+04	-1.533E+04	-2.366E+04	 5.738E+04	 8.858E+00	-1.482E+04	-5.258E+03	-8.588E+04	-5.622E+02	-1.418E+06	 1.184E+02	-1.511E+05	 5.021E+02	 1.994E+05	-1.069E+04	 1.929E+04	 1.142E+05	-3.043E+05	-1.445E+03	 2.709E+01	 1.197E+01	 2.370E+00	 1.238E+00
    4.8300	-4.224E+01	 8.073E+01	-1.241E+04	 1.261E+00	 1.063E+02	 5.356E-04	-6.621E+02	-3.783E+02	-1.065E+04	-8.384E+00	 2.391E+01	-1.063E-03	-7.185E+04	 4.588E+04	-1.538E+04	-2.108E+04	 5.811E+04	 8.931E+00	-1.501E+04	-4.685E+03	-8.625E+04	-5.248E+02	-1.418E+06	 1.224E+02	-1.510E+05	 5.129E+02	 2.008E+05	-8.853E+03	 1.945E+04	 1.151E+05	-3.090E+05	-1.358E+03	 2.680E+01	 1.197E+01	 2.369E+00	 1.238E+00
    4.8600	-4.165E+01	 8.407E+01	-1.241E+04	 1.299E+00	 1.066E+02	 5.379E-04	-6.479E+02	-3.332E+02	-1.068E+04	-7.497E+00	 2.330E+01	-9.363E-04	-7.158E+04	 4.902E+04	-1.543E+04	-1.846E+04	 5.876E+04	 8.995E+00	-1.518E+04	-4.103E+03	-8.661E+04	-4.886E+02	-1.419E+06	 1.262E+02	-1.510E+05	 5.229E+02	 2.020E+05	-6.992E+03	 1.957E+04	 1.160E+05	-3.124E+05	-1.265E+03	 2.653E+01	 1.197E+01	 2.368E+00	 1.238E+00
    4.8900	-4.141E+01	 8.722E+01	-1.241E+04	 1.336E+00	 1.070E+02	 5.399E-04	-6.337E+02	-2.875E+02	-1.071E+04	-6.598E+00	 2.269E+01	-8.077E-04	-7.134E+04	 5.217E+04	-1.548E+04	-1.581E+04	 5.932E+04	 9.049E+00	-1.532E+04	-3.514E+03	-8.695E+04	-4.536E+02	-1.419E+06	 1.297E+02	-1.509E+05	 5.324E+02	 2.032E+05	-5.105E+03	 1.964E+04	 1.169E+05	-3.145E+05	-1.166E+03	 2.627E+01	 1.198E+01	 2.368E+00	 1.238E+00
    4.9200	-4.153E+01	 9.020E+01	-1.241E+04	 1.370E+00	 1.073E+02	 5.417E-04	-6.197E+02	-2.414E+02	-1.073E+04	-5.689E+00	 2.208E+01	-6.769E-04	-7.116E+04	 5.535E+04	-1.553E+04	-1.313E+04	 5.979E+04	 9.093E+00	-1.545E+04	-2.918E+03	-8.728E+04	-4.201E+02	-1.419E+06	 1.330E+02	-1.508E+05	 5.411E+02	 2.044E+05	-3.196E+03	 1.967E+04	 1.178E+05	-3.154E+05	-1.062E+03	 2.603E+01	 1.200E+01	 2.367E+00	 1.239E+00
    4.9500	-4.200E+01	 9.301E+01	-1.241E+04	 1.402E+00	 1.077E+02	 5.431E-04	-6.058E+02	-1.948E+02	-1.075E+04	-4.771E+00	 2.146E+01	-5.439E-04	-7.102E+04	 5.855E+04	-1.558E+04	-1.042E+04	 6.018E+04	 9.127E+00	-1.555E+04	-2.316E+03	-8.760E+04	-3.879E+02	-1.419E+06	 1.362E+02	-1.508E+05	 5.493E+02	 2.055E+05	-1.263E+03	 1.965E+04	 1.188E+05	-3.152E+05	-9.517E+02	 2.580E+01	 1.203E+01	 2.366E+00	 1.240E+00
    4.9800	-4.279E+01	 9.567E+01	-1.241E+04	 1.433E+00	 1.080E+02	 5.444E-04	-5.920E+02	-1.478E+02	-1.077E+04	-3.847E+00	 2.085E+01	-4.089E-04	-7.093E+04	 6.178E+04	-1.562E+04	-7.696E+03	 6.047E+04	 9.152E+00	-1.562E+04	-1.711E+03	-8.791E+04	-3.574E+02	-1.419E+06	 1.391E+02	-1.507E+05	 5.570E+02	 2.066E+05	 6.883E+02	 1.958E+04	 1.198E+05	-3.139E+05	-8.370E+02	 2.559E+01	 1.206E+01	 2.365E+00	 1.241E+00
    5.0100	-4.390E+01	 9.817E+01	-1.241E+04	 1.462E+00	 1.084E+02	 5.456E-04	-5.785E+02	-1.006E+02	-1.078E+04	-2.917E+00	 2.023E+01	-2.722E-04	-7.088E+04	 6.505E+04	-1.567E+04	-4.954E+03	 6.068E+04	 9.171E+00	-1.567E+04	-1.102E+03	-8.820E+04	-3.284E+02	-1.420E+06	 1.419E+02	-1.506E+05	 5.643E+02	 2.077E+05	 2.655E+03	 1.945E+04	 1.209E+05	-3.117E+05	-7.183E+02	 2.540E+01	 1.211E+01	 2.364E+00	 1.243E+00
    5.0400	-4.527E+01	 1.005E+02	-1.241E+04	 1.489E+00	 1.087E+02	 5.468E-04	-5.651E+02	-5.324E+01	-1.078E+04	-1.984E+00	 1.962E+01	-1.338E-04	-7.088E+04	 6.836E+04	-1.572E+04	-2.202E+03	 6.079E+04	 9.186E+00	-1.570E+04	-4.899E+02	-8.848E+04	-3.012E+02	-1.420E+06	 1.445E+02	-1.506E+05	 5.711E+02	 2.088E+05	 4.635E+03	 1.928E+04	 1.220E+05	-3.087E+05	-5.965E+02	 2.521E+01	 1.216E+01	 2.363E+00	 1.245E+00
    5.0700	-4.688E+01	 1.027E+02	-1.241E+04	 1.514E+00	 1.090E+02	 5.479E-04	-5.518E+02	-5.754E+00	-1.078E+04	-1.049E+00	 1.900E+01	 5.941E-06	-7.093E+04	 7.172E+04	-1.577E+04	 5.567E+02	 6.081E+04	 9.201E+00	-1.571E+04	 1.230E+02	-8.875E+04	-2.758E+02	-1.420E+06	 1.470E+02	-1.505E+05	 5.776E+02	 2.099E+05	 6.624E+03	 1.907E+04	 1.232E+05	-3.050E+05	-4.724E+02	 2.504E+01	 1.221E+01	 2.362E+00	 1.247E+00
    5.1000	-4.865E+01	 1.048E+02	-1.241E+04	 1.538E+00	 1.093E+02	 5.492E-04	-5.387E+02	 4.175E+01	-1.078E+04	-1.130E-01	 1.839E+01	 1.469E-04	-7.103E+04	 7.513E+04	-1.581E+04	 3.316E+03	 6.073E+04	 9.218E+00	-1.569E+04	 7.362E+02	-8.902E+04	-2.523E+02	-1.420E+06	 1.494E+02	-1.505E+05	 5.838E+02	 2.111E+05	 8.620E+03	 1.881E+04	 1.245E+05	-3.009E+05	-3.471E+02	 2.489E+01	 1.226E+01	 2.361E+00	 1.250E+00
    5.1300	-5.052E+01	 1.068E+02	-1.241E+04	 1.561E+00	 1.097E+02	 5.507E-04	-5.257E+02	 8.920E+01	-1.077E+04	 8.217E-01	 1.778E+01	 2.889E-04	-7.118E+04	 7.860E+04	-1.586E+04	 6.073E+03	 6.056E+04	 9.241E+00	-1.564E+04	 1.349E+03	-8.928E+04	-2.306E+02	-1.420E+06	 1.516E+02	-1.504E+05	 5.897E+02	 2.123E+05	 1.062E+04	 1.851E+04	 1.259E+05	-2.966E+05	-2.211E+02	 2.474E+01	 1.231E+01	 2.359E+00	 1.253E+00
    5.1600	-5.239E+01	 1.087E+02	-1.241E+04	 1.583E+00	 1.100E+02	 5.522E-04	-5.128E+02	 1.365E+02	-1.075E+04	 1.754E+00	 1.717E+01	 4.316E-04	-7.138E+04	 8.214E+04	-1.591E+04	 8.821E+03	 6.030E+04	 9.270E+00	-1.558E+04	 1.959E+03	-8.954E+04	-2.106E+02	-1.420E+06	 1.537E+02	-1.503E+05	 5.954E+02	 2.136E+05	 1.263E+04	 1.818E+04	 1.274E+05	-2.923E+05	-9.503E+01	 2.460E+01	 1.236E+01	 2.358E+00	 1.256E+00
    5.1900	-5.418E+01	 1.104E+02	-1.241E+04	 1.603E+00	 1.103E+02	 5.539E-04	-5.000E+02	 1.836E+02	-1.073E+04	 2.682E+00	 1.656E+01	 5.749E-04	-7.162E+04	 8.575E+04	-1.595E+04	 1.156E+04	 5.995E+04	 9.307E+00	-1.549E+04	 2.567E+03	-8.979E+04	-1.921E+02	-1.421E+06	 1.557E+02	-1.503E+05	 6.008E+02	 2.150E+05	 1.465E+04	 1.781E+04	 1.290E+05	-2.882E+05	 3.097E+01	 2.448E+01	 1.241E+01	 2.355E+00	 1.259E+00
    5.2200	-5.583E+01	 1.121E+02	-1.241E+04	 1.623E+00	 1.106E+02	 5.556E-04	-4.873E+02	 2.304E+02	-1.071E+04	 3.604E+00	 1.596E+01	 7.185E-04	-7.192E+04	 8.945E+04	-1.600E+04	 1.428E+04	 5.951E+04	 9.351E+00	-1.537E+04	 3.171E+03	-9.005E+04	-1.748E+02	-1.421E+06	 1.576E+02	-1.502E+05	 6.058E+02	 2.164E+05	 1.667E+04	 1.741E+04	 1.308E+05	-2.843E+05	 1.569E+02	 2.435E+01	 1.245E+01	 2.352E+00	 1.263E+00
    5.2500	-5.730E+01	 1.136E+02	-1.241E+04	 1.641E+00	 1.109E+02	 5.572E-04	-4.748E+02	 2.768E+02	-1.068E+04	 4.519E+00	 1.537E+01	 8.622E-04	-7.226E+04	 9.323E+04	-1.604E+04	 1.697E+04	 5.897E+04	 9.402E+00	-1.523E+04	 3.771E+03	-9.031E+04	-1.585E+02	-1.421E+06	 1.593E+02	-1.502E+05	 6.105E+02	 2.180E+05	 1.871E+04	 1.698E+04	 1.326E+05	-2.809E+05	 2.828E+02	 2.424E+01	 1.248E+01	 2.348E+00	 1.267E+00
    5.2800	-5.857E+01	 1.150E+02	-1.241E+04	 1.657E+00	 1.112E+02	 5.587E-04	-4.625E+02	 3.228E+02	-1.064E+04	 5.425E+00	 1.478E+01	 1.006E-03	-7.265E+04	 9.708E+04	-1.608E+04	 1.965E+04	 5.834E+04	 9.459E+00	-1.507E+04	 4.365E+03	-9.058E+04	-1.429E+02	-1.421E+06	 1.609E+02	-1.501E+05	 6.148E+02	 2.197E+05	 2.075E+04	 1.654E+04	 1.345E+05	-2.778E+05	 4.087E+02	 2.413E+01	 1.250E+01	 2.344E+00	 1.271E+00
    5.3100	-5.968E+01	 1.163E+02	-1.240E+04	 1.672E+00	 1.115E+02	 5.599E-04	-4.504E+02	 3.683E+02	-1.060E+04	 6.322E+00	 1.420E+01	 1.149E-03	-7.308E+04	 1.010E+05	-1.613E+04	 2.229E+04	 5.763E+04	 9.523E+00	-1.489E+04	 4.952E+03	-9.084E+04	-1.277E+02	-1.421E+06	 1.624E+02	-1.500E+05	 6.186E+02	 2.214E+05	 2.279E+04	 1.608E+04	 1.365E+05	-2.750E+05	 5.349E+02	 2.403E+01	 1.251E+01	 2.338E+00	 1.275E+00
    5.3400	-6.068E+01	 1.176E+02	-1.240E+04	 1.686E+00	 1.118E+02	 5.608E-04	-4.387E+02	 4.132E+02	-1.056E+04	 7.207E+00	 1.363E+01	 1.291E-03	-7.356E+04	 1.049E+05	-1.617E+04	 2.490E+04	 5.682E+04	 9.592E+00	-1.468E+04	 5.532E+03	-9.111E+04	-1.128E+02	-1.421E+06	 1.637E+02	-1.500E+05	 6.220E+02	 2.231E+05	 2.484E+04	 1.561E+04	 1.385E+05	-2.725E+05	 6.610E+02	 2.393E+01	 1.251E+01	 2.331E+00	 1.280E+00
    5.3700	-6.164E+01	 1.187E+02	-1.240E+04	 1.699E+00	 1.121E+02	 5.614E-04	-4.273E+02	 4.574E+02	-1.051E+04	 8.079E+00	 1.307E+01	 1.432E-03	-7.408E+04	 1.088E+05	-1.621E+04	 2.747E+04	 5.593E+04	 9.665E+00	-1.445E+04	 6.103E+03	-9.138E+04	-9.812E+01	-1.422E+06	 1.650E+02	-1.499E+05	 6.250E+02	 2.248E+05	 2.688E+04	 1.514E+04	 1.405E+05	-2.701E+05	 7.869E+02	 2.384E+01	 1.250E+01	 2.324E+00	 1.284E+00
    5.4000	-6.263E+01	 1.197E+02	-1.240E+04	 1.710E+00	 1.124E+02	 5.617E-04	-4.163E+02	 5.009E+02	-1.045E+04	 8.937E+00	 1.253E+01	 1.571E-03	-7.464E+04	 1.127E+05	-1.626E+04	 3.000E+04	 5.494E+04	 9.740E+00	-1.419E+04	 6.665E+03	-9.165E+04	-8.369E+01	-1.422E+06	 1.661E+02	-1.499E+05	 6.275E+02	 2.264E+05	 2.891E+04	 1.468E+04	 1.424E+05	-2.677E+05	 9.124E+02	 2.376E+01	 1.248E+01	 2.314E+00	 1.289E+00
    5.4300	-6.371E+01	 1.207E+02	-1.240E+04	 1.721E+00	 1.127E+02	 5.618E-04	-4.058E+02	 5.437E+02	-1.040E+04	 9.779E+00	 1.200E+01	 1.708E-03	-7.524E+04	 1.166E+05	-1.630E+04	 3.248E+04	 5.388E+04	 9.817E+00	-1.392E+04	 7.217E+03	-9.192E+04	-6.966E+01	-1.422E+06	 1.671E+02	-1.498E+05	 6.297E+02	 2.280E+05	 3.091E+04	 1.421E+04	 1.442E+05	-2.651E+05	 1.037E+03	 2.369E+01	 1.246E+01	 2.303E+00	 1.293E+00
