time_[s],x_[m],y_[m],z_[m],theta_x_[rad],theta_y_[rad],theta_z_[rad],xdot_[m/s],ydot_[m/s],zdot_[m/s],omega_x_g_[rad/s],omega_y_g_[rad/s],omega_z_g_[rad/s],xddot_[m^2/s],yddot_[m^2/s],zddot_[m^2/s],alpha_x_g_[rad/s],alpha_y_g_[rad/s],alpha_z_g_[rad/s]
49.2600,21.9100,-0.2092,-0.0987,0.0003,-0.0328,-0.0027,0.0109,0.0042,-0.0185,-0.0012,0.0001,0.0000,-0.0162,-0.0013,0.0031,-0.0004,0.0013,0.0001
49.2900,21.9100,-0.2091,-0.0993,0.0003,-0.0328,-0.0027,0.0104,0.0042,-0.0184,-0.0012,0.0001,0.0000,-0.0163,-0.0016,0.0034,-0.0003,0.0013,0.0001
49.3200,21.9100,-0.2090,-0.0999,0.0002,-0.0328,-0.0027,0.0099,0.0041,-0.0183,-0.0012,0.0002,0.0000,-0.0163,-0.0019,0.0037,-0.0002,0.0013,0.0001
49.3500,21.9100,-0.2089,-0.1004,0.0002,-0.0328,-0.0027,0.0094,0.0040,-0.0182,-0.0012,0.0002,0.0000,-0.0164,-0.0022,0.0040,-0.0002,0.0013,0.0001
49.3800,21.9100,-0.2087,-0.1009,0.0001,-0.0328,-0.0027,0.0089,0.0040,-0.0180,-0.0012,0.0003,0.0000,-0.0164,-0.0025,0.0044,-0.0001,0.0013,0.0001
49.4100,21.9100,-0.2086,-0.1015,0.0001,-0.0328,-0.0027,0.0084,0.0039,-0.0179,-0.0012,0.0003,0.0000,-0.0164,-0.0028,0.0047,0.0000,0.0013,0.0001
49.4400,21.9100,-0.2085,-0.1020,0.0001,-0.0328,-0.0027,0.0079,0.0038,-0.0178,-0.0012,0.0003,0.0000,-0.0164,-0.0031,0.0051,0.0001,0.0013,0.0001
49.4700,21.9100,-0.2084,-0.1025,0.0000,-0.0328,-0.0027,0.0074,0.0037,-0.0176,-0.0012,0.0004,0.0000,-0.0163,-0.0034,0.0055,0.0002,0.0013,0.0001
49.5000,21.9100,-0.2083,-0.1031,0.0000,-0.0328,-0.0027,0.0070,0.0036,-0.0174,-0.0012,0.0004,0.0000,-0.0162,-0.0037,0.0059,0.0003,0.0012,0.0001
49.5300,21.9100,-0.2082,-0.1036,0.0000,-0.0328,-0.0027,0.0065,0.0035,-0.0172,-0.0012,0.0004,0.0000,-0.0162,-0.0040,0.0063,0.0004,0.0012,0.0001
49.5600,21.9100,-0.2081,-0.1041,-0.0001,-0.0327,-0.0027,0.0060,0.0033,-0.0170,-0.0012,0.0005,0.0000,-0.0161,-0.0044,0.0067,0.0005,0.0012,0.0001
49.5900,21.9100,-0.2080,-0.1046,-0.0001,-0.0327,-0.0027,0.0055,0.0032,-0.0168,-0.0012,0.0005,0.0000,-0.0160,-0.0047,0.0071,0.0006,0.0012,0.0001
49.6200,21.9100,-0.2079,-0.1051,-0.0001,-0.0327,-0.0027,0.0050,0.0031,-0.0166,-0.0012,0.0006,0.0000,-0.0159,-0.0050,0.0075,0.0007,0.0012,0.0001
49.6500,21.9100,-0.2078,-0.1056,-0.0002,-0.0327,-0.0027,0.0045,0.0029,-0.0164,-0.0011,0.0006,0.0000,-0.0158,-0.0053,0.0079,0.0007,0.0011,0.0001
49.6800,21.9100,-0.2077,-0.1061,-0.0002,-0.0327,-0.0027,0.0041,0.0028,-0.0161,-0.0011,0.0006,0.0000,-0.0157,-0.0056,0.0083,0.0008,0.0011,0.0001
49.7100,21.9100,-0.2076,-0.1066,-0.0002,-0.0327,-0.0027,0.0036,0.0026,-0.0159,-0.0011,0.0007,0.0000,-0.0156,-0.0059,0.0087,0.0009,0.0011,0.0000
49.7400,21.9100,-0.2075,-0.1070,-0.0003,-0.0326,-0.0027,0.0031,0.0024,-0.0156,-0.0011,0.0007,0.0000,-0.0155,-0.0062,0.0091,0.0010,0.0011,0.0000
49.7700,21.9100,-0.2075,-0.1075,-0.0003,-0.0326,-0.0027,0.0027,0.0022,-0.0153,-0.0010,0.0007,0.0000,-0.0153,-0.0065,0.0095,0.0011,0.0010,0.0000
49.8000,21.9100,-0.2074,-0.1080,-0.0003,-0.0326,-0.0027,0.0022,0.0020,-0.0151,-0.0010,0.0008,0.0000,-0.0152,-0.0068,0.0099,0.0012,0.0010,0.0000
49.8300,21.9100,-0.2074,-0.1084,-0.0004,-0.0326,-0.0027,0.0018,0.0018,-0.0148,-0.0010,0.0008,0.0000,-0.0151,-0.0072,0.0103,0.0013,0.0010,0.0000
49.8600,21.9100,-0.2073,-0.1089,-0.0004,-0.0326,-0.0027,0.0013,0.0016,-0.0144,-0.0009,0.0008,0.0000,-0.0150,-0.0075,0.0107,0.0014,0.0010,0.0000
49.8900,21.9100,-0.2073,-0.1093,-0.0004,-0.0325,-0.0027,0.0009,0.0013,-0.0141,-0.0009,0.0008,0.0000,-0.0148,-0.0077,0.0111,0.0014,0.0009,0.0000
49.9200,21.9100,-0.2072,-0.1097,-0.0005,-0.0325,-0.0027,0.0004,0.0011,-0.0138,-0.0008,0.0009,0.0000,-0.0147,-0.0080,0.0115,0.0015,0.0009,0.0000
49.9500,21.9100,-0.2072,-0.1101,-0.0005,-0.0325,-0.0027,0.0000,0.0009,-0.0134,-0.0008,0.0009,0.0000,-0.0146,-0.0083,0.0119,0.0016,0.0009,0.0000
49.9800,21.9100,-0.2072,-0.1105,-0.0005,-0.0324,-0.0027,-0.0004,0.0006,-0.0131,-0.0007,0.0009,0.0000,-0.0145,-0.0085,0.0122,0.0017,0.0009,0.0000
50.0100,21.9100,-0.2072,-0.1109,-0.0005,-0.0324,-0.0027,-0.0009,0.0003,-0.0127,-0.0007,0.0009,0.0000,-0.0144,-0.0088,0.0126,0.0017,0.0008,0.0000
50.0400,21.9100,-0.2072,-0.1113,-0.0005,-0.0324,-0.0027,-0.0013,0.0001,-0.0123,-0.0006,0.0010,0.0000,-0.0143,-0.0090,0.0129,0.0018,0.0008,0.0000
50.0700,21.9100,-0.2072,-0.1116,-0.0006,-0.0324,-0.0027,-0.0017,-0.0002,-0.0119,-0.0006,0.0010,0.0000,-0.0142,-0.0092,0.0133,0.0018,0.0008,0.0000
50.1000,21.9100,-0.2072,-0.1120,-0.0006,-0.0323,-0.0027,-0.0022,-0.0005,-0.0115,-0.0005,0.0010,0.0000,-0.0141,-0.0094,0.0136,0.0019,0.0008,0.0000
50.1300,21.9100,-0.2072,-0.1123,-0.0006,-0.0323,-0.0027,-0.0026,-0.0008,-0.0111,-0.0005,0.0010,0.0000,-0.0140,-0.0096,0.0139,0.0019,0.0007,0.0000
50.1600,21.9100,-0.2072,-0.1126,-0.0006,-0.0323,-0.0027,-0.0030,-0.0010,-0.0107,-0.0004,0.0011,0.0000,-0.0139,-0.0097,0.0143,0.0020,0.0007,0.0000
50.1900,21.9100,-0.2072,-0.1130,-0.0006,-0.0322,-0.0027,-0.0034,-0.0013,-0.0102,-0.0004,0.0011,0.0000,-0.0137,-0.0099,0.0146,0.0020,0.0007,0.0000
50.2200,21.9100,-0.2073,-0.1133,-0.0006,-0.0322,-0.0027,-0.0038,-0.0016,-0.0098,-0.0003,0.0011,0.0000,-0.0136,-0.0100,0.0149,0.0020,0.0007,0.0000
50.2500,21.9100,-0.2073,-0.1135,-0.0006,-0.0322,-0.0027,-0.0042,-0.0019,-0.0093,-0.0002,0.0011,0.0000,-0.0135,-0.0101,0.0152,0.0020,0.0006,0.0000
50.2800,21.9100,-0.2074,-0.1138,-0.0006,-0.0321,-0.0027,-0.0046,-0.0022,-0.0089,-0.0002,0.0011,0.0000,-0.0134,-0.0101,0.0155,0.0021,0.0006,0.0000
50.3100,21.9100,-0.2075,-0.1141,-0.0006,-0.0321,-0.0027,-0.0050,-0.0025,-0.0084,-0.0001,0.0012,0.0000,-0.0133,-0.0102,0.0158,0.0021,0.0006,0.0000
50.3400,21.9100,-0.2076,-0.1143,-0.0006,-0.0321,-0.0027,-0.0054,-0.0028,-0.0079,0.0000,0.0012,0.0000,-0.0133,-0.0102,0.0161,0.0021,0.0006,0.0000
50.3700,21.9100,-0.2076,-0.1146,-0.0006,-0.0320,-0.0027,-0.0058,-0.0032,-0.0075,0.0000,0.0012,0.0000,-0.0132,-0.0102,0.0163,0.0021,0.0005,0.0000
50.4000,21.9100,-0.2077,-0.1148,-0.0006,-0.0320,-0.0027,-0.0062,-0.0035,-0.0070,0.0001,0.0012,0.0000,-0.0131,-0.0102,0.0166,0.0021,0.0005,0.0000
50.4300,21.9100,-0.2079,-0.1150,-0.0006,-0.0319,-0.0027,-0.0066,-0.0038,-0.0065,0.0001,0.0012,0.0000,-0.0130,-0.0102,0.0169,0.0020,0.0005,0.0000
50.4600,21.9100,-0.2080,-0.1152,-0.0006,-0.0319,-0.0027,-0.0070,-0.0041,-0.0059,0.0002,0.0012,0.0000,-0.0129,-0.0101,0.0172,0.0020,0.0005,0.0000
50.4900,21.9100,-0.2081,-0.1153,-0.0006,-0.0319,-0.0027,-0.0074,-0.0044,-0.0054,0.0003,0.0013,0.0000,-0.0128,-0.0101,0.0174,0.0020,0.0004,0.0000
50.5200,21.9100,-0.2082,-0.1155,-0.0006,-0.0318,-0.0027,-0.0078,-0.0047,-0.0049,0.0003,0.0013,0.0000,-0.0127,-0.0100,0.0177,0.0019,0.0004,0.0000
50.5500,21.9100,-0.2084,-0.1156,-0.0006,-0.0318,-0.0027,-0.0082,-0.0050,-0.0044,0.0004,0.0013,0.0000,-0.0126,-0.0099,0.0179,0.0019,0.0004,0.0000
50.5800,21.9100,-0.2085,-0.1157,-0.0006,-0.0318,-0.0027,-0.0085,-0.0053,-0.0038,0.0004,0.0013,0.0000,-0.0126,-0.0098,0.0181,0.0019,0.0004,-0.0001
50.6100,21.9100,-0.2087,-0.1158,-0.0006,-0.0317,-0.0027,-0.0089,-0.0056,-0.0033,0.0005,0.0013,0.0000,-0.0125,-0.0096,0.0184,0.0018,0.0003,-0.0001
50.6400,21.9100,-0.2089,-0.1159,-0.0006,-0.0317,-0.0027,-0.0093,-0.0058,-0.0027,0.0005,0.0013,0.0000,-0.0124,-0.0095,0.0186,0.0018,0.0003,-0.0001
50.6700,21.9100,-0.2090,-0.1160,-0.0006,-0.0316,-0.0027,-0.0097,-0.0061,-0.0022,0.0006,0.0013,0.0000,-0.0124,-0.0093,0.0188,0.0017,0.0003,-0.0001
50.7000,21.9100,-0.2092,-0.1161,-0.0005,-0.0316,-0.0027,-0.0100,-0.0064,-0.0016,0.0006,0.0013,0.0000,-0.0123,-0.0091,0.0190,0.0016,0.0003,-0.0001
50.7300,21.9100,-0.2094,-0.1161,-0.0005,-0.0316,-0.0027,-0.0104,-0.0067,-0.0010,0.0007,0.0013,0.0000,-0.0122,-0.0089,0.0192,0.0016,0.0002,-0.0001
50.7600,21.9100,-0.2096,-0.1161,-0.0005,-0.0315,-0.0027,-0.0108,-0.0069,-0.0004,0.0007,0.0013,0.0000,-0.0121,-0.0087,0.0194,0.0015,0.0002,-0.0001
50.7900,21.9100,-0.2098,-0.1161,-0.0005,-0.0315,-0.0027,-0.0111,-0.0072,0.0001,0.0008,0.0013,0.0000,-0.0121,-0.0085,0.0196,0.0014,0.0002,-0.0001
50.8200,21.9100,-0.2101,-0.1161,-0.0004,-0.0314,-0.0027,-0.0115,-0.0075,0.0007,0.0008,0.0014,0.0000,-0.0120,-0.0083,0.0198,0.0013,0.0002,-0.0001
50.8500,21.9000,-0.2103,-0.1161,-0.0004,-0.0314,-0.0027,-0.0118,-0.0077,0.0013,0.0009,0.0014,0.0000,-0.0119,-0.0080,0.0199,0.0013,0.0002,-0.0001
50.8800,21.9000,-0.2105,-0.1160,-0.0004,-0.0314,-0.0027,-0.0122,-0.0079,0.0019,0.0009,0.0014,0.0000,-0.0118,-0.0078,0.0201,0.0012,0.0001,-0.0001
50.9100,21.9000,-0.2108,-0.1160,-0.0004,-0.0313,-0.0027,-0.0125,-0.0082,0.0025,0.0009,0.0014,0.0000,-0.0117,-0.0075,0.0202,0.0011,0.0001,-0.0001
50.9400,21.9000,-0.2110,-0.1159,-0.0003,-0.0313,-0.0027,-0.0129,-0.0084,0.0031,0.0010,0.0014,0.0000,-0.0116,-0.0072,0.0203,0.0010,0.0001,-0.0001
50.9700,21.9000,-0.2113,-0.1158,-0.0003,-0.0312,-0.0027,-0.0132,-0.0086,0.0038,0.0010,0.0014,0.0000,-0.0115,-0.0069,0.0205,0.0009,0.0001,-0.0001
51.0000,21.9000,-0.2115,-0.1157,-0.0003,-0.0312,-0.0027,-0.0136,-0.0088,0.0044,0.0010,0.0014,0.0000,-0.0114,-0.0066,0.0205,0.0008,0.0001,-0.0001
51.0300,21.9000,-0.2118,-0.1155,-0.0003,-0.0312,-0.0027,-0.0139,-0.0090,0.0050,0.0010,0.0014,0.0000,-0.0113,-0.0064,0.0206,0.0008,0.0000,-0.0001
51.0600,21.9000,-0.2121,-0.1154,-0.0002,-0.0311,-0.0027,-0.0143,-0.0092,0.0056,0.0011,0.0014,0.0000,-0.0112,-0.0061,0.0207,0.0007,0.0000,-0.0001
51.0900,21.9000,-0.2124,-0.1152,-0.0002,-0.0311,-0.0027,-0.0146,-0.0094,0.0062,0.0011,0.0014,0.0000,-0.0110,-0.0058,0.0207,0.0006,0.0000,-0.0001
51.1200,21.9000,-0.2126,-0.1150,-0.0002,-0.0310,-0.0027,-0.0149,-0.0095,0.0068,0.0011,0.0014,0.0000,-0.0109,-0.0055,0.0208,0.0005,0.0000,-0.0001
51.1500,21.9000,-0.2129,-0.1148,-0.0001,-0.0310,-0.0027,-0.0152,-0.0097,0.0075,0.0011,0.0014,0.0000,-0.0107,-0.0052,0.0208,0.0004,0.0000,-0.0001
51.1800,21.9000,-0.2132,-0.1145,-0.0001,-0.0309,-0.0027,-0.0156,-0.0098,0.0081,0.0011,0.0014,0.0000,-0.0105,-0.0049,0.0208,0.0003,0.0000,-0.0001
51.2100,21.9000,-0.2135,-0.1143,-0.0001,-0.0309,-0.0027,-0.0159,-0.0100,0.0087,0.0011,0.0014,0.0000,-0.0103,-0.0046,0.0208,0.0003,-0.0001,-0.0001
51.2400,21.9000,-0.2138,-0.1140,0.0000,-0.0309,-0.0027,-0.0162,-0.0101,0.0093,0.0011,0.0014,0.0000,-0.0101,-0.0043,0.0208,0.0002,-0.0001,-0.0001
51.2700,21.9000,-0.2141,-0.1137,0.0000,-0.0308,-0.0027,-0.0165,-0.0102,0.0100,0.0011,0.0014,0.0000,-0.0099,-0.0040,0.0207,0.0001,-0.0001,-0.0001
51.3000,21.9000,-0.2144,-0.1134,0.0000,-0.0308,-0.0027,-0.0168,-0.0104,0.0106,0.0011,0.0014,0.0000,-0.0097,-0.0038,0.0206,0.0000,-0.0001,-0.0001
51.3300,21.9000,-0.2147,-0.1131,0.0001,-0.0307,-0.0027,-0.0171,-0.0105,0.0112,0.0011,0.0014,0.0000,-0.0095,-0.0035,0.0205,0.0000,-0.0001,-0.0001
51.3600,21.9000,-0.2151,-0.1128,0.0001,-0.0307,-0.0027,-0.0173,-0.0106,0.0118,0.0011,0.0014,-0.0001,-0.0092,-0.0032,0.0204,-0.0001,-0.0002,0.0000
51.3900,21.9000,-0.2154,-0.1124,0.0002,-0.0307,-0.0027,-0.0176,-0.0107,0.0124,0.0011,0.0014,-0.0001,-0.0089,-0.0030,0.0203,-0.0001,-0.0002,0.0000
51.4200,21.9000,-0.2157,-0.1120,0.0002,-0.0306,-0.0027,-0.0179,-0.0108,0.0130,0.0011,0.0013,-0.0001,-0.0086,-0.0027,0.0202,-0.0002,-0.0002,0.0000
51.4500,21.9000,-0.2160,-0.1116,0.0002,-0.0306,-0.0027,-0.0181,-0.0108,0.0136,0.0011,0.0013,-0.0001,-0.0083,-0.0025,0.0201,-0.0002,-0.0002,0.0000
51.4800,21.9000,-0.2163,-0.1112,0.0003,-0.0305,-0.0027,-0.0184,-0.0109,0.0142,0.0011,0.0013,-0.0001,-0.0080,-0.0022,0.0199,-0.0003,-0.0002,0.0000
51.5100,21.8900,-0.2167,-0.1108,0.0003,-0.0305,-0.0027,-0.0186,-0.0110,0.0148,0.0011,0.0013,-0.0001,-0.0076,-0.0020,0.0197,-0.0003,-0.0002,0.0000
51.5400,21.8900,-0.2170,-0.1103,0.0003,-0.0305,-0.0027,-0.0188,-0.0110,0.0154,0.0011,0.0013,-0.0001,-0.0073,-0.0018,0.0195,-0.0004,-0.0003,0.0000
51.5700,21.8900,-0.2173,-0.1098,0.0004,-0.0304,-0.0027,-0.0191,-0.0111,0.0160,0.0011,0.0013,-0.0001,-0.0069,-0.0016,0.0193,-0.0004,-0.0003,0.0000
51.6000,21.8900,-0.2177,-0.1093,0.0004,-0.0304,-0.0027,-0.0193,-0.0111,0.0166,0.0011,0.0013,-0.0001,-0.0065,-0.0013,0.0191,-0.0004,-0.0003,0.0000
51.6300,21.8900,-0.2180,-0.1088,0.0004,-0.0303,-0.0027,-0.0194,-0.0111,0.0172,0.0011,0.0013,-0.0001,-0.0060,-0.0011,0.0189,-0.0004,-0.0003,0.0000
51.6600,21.8900,-0.2183,-0.1083,0.0004,-0.0303,-0.0027,-0.0196,-0.0112,0.0177,0.0010,0.0013,-0.0001,-0.0055,-0.0009,0.0186,-0.0005,-0.0003,0.0000
51.6900,21.8900,-0.2187,-0.1078,0.0005,-0.0303,-0.0027,-0.0198,-0.0112,0.0183,0.0010,0.0013,-0.0001,-0.0050,-0.0008,0.0184,-0.0005,-0.0004,0.0000
51.7200,21.8900,-0.2190,-0.1072,0.0005,-0.0302,-0.0027,-0.0199,-0.0112,0.0188,0.0010,0.0013,-0.0001,-0.0044,-0.0006,0.0182,-0.0005,-0.0004,0.0000
51.7500,21.8900,-0.2193,-0.1066,0.0005,-0.0302,-0.0027,-0.0200,-0.0112,0.0194,0.0010,0.0013,-0.0001,-0.0038,-0.0004,0.0179,-0.0005,-0.0004,0.0000
51.7800,21.8900,-0.2197,-0.1061,0.0006,-0.0301,-0.0027,-0.0201,-0.0113,0.0199,0.0010,0.0012,-0.0001,-0.0032,-0.0003,0.0176,-0.0005,-0.0004,0.0000
51.8100,21.8900,-0.2200,-0.1054,0.0006,-0.0301,-0.0027,-0.0202,-0.0113,0.0204,0.0010,0.0012,-0.0001,-0.0026,-0.0002,0.0173,-0.0005,-0.0004,0.0000
51.8400,21.8900,-0.2204,-0.1048,0.0006,-0.0301,-0.0027,-0.0203,-0.0113,0.0209,0.0010,0.0012,-0.0001,-0.0020,-0.0001,0.0169,-0.0005,-0.0005,0.0000
51.8700,21.8900,-0.2207,-0.1042,0.0007,-0.0300,-0.0027,-0.0203,-0.0113,0.0214,0.0009,0.0012,-0.0001,-0.0014,0.0000,0.0165,-0.0005,-0.0005,0.0000
51.9000,21.8900,-0.2210,-0.1035,0.0007,-0.0300,-0.0027,-0.0204,-0.0113,0.0219,0.0009,0.0012,-0.0001,-0.0007,0.0001,0.0162,-0.0004,-0.0005,0.0000
51.9300,21.8900,-0.2214,-0.1029,0.0007,-0.0300,-0.0027,-0.0204,-0.0113,0.0224,0.0009,0.0012,-0.0001,0.0000,0.0002,0.0159,-0.0004,-0.0005,0.0000
51.9600,21.8900,-0.2217,-0.1022,0.0007,-0.0299,-0.0027,-0.0204,-0.0113,0.0229,0.0009,0.0012,-0.0001,0.0008,0.0003,0.0156,-0.0004,-0.0006,0.0000
51.9900,21.8900,-0.2220,-0.1015,0.0008,-0.0299,-0.0027,-0.0203,-0.0112,0.0233,0.0009,0.0011,-0.0001,0.0017,0.0004,0.0153,-0.0004,-0.0006,0.0000
52.0200,21.8800,-0.2224,-0.1008,0.0008,-0.0299,-0.0027,-0.0203,-0.0112,0.0238,0.0009,0.0011,-0.0001,0.0025,0.0005,0.0149,-0.0003,-0.0006,0.0000
52.0500,21.8800,-0.2227,-0.1001,0.0008,-0.0298,-0.0027,-0.0202,-0.0112,0.0242,0.0009,0.0011,-0.0001,0.0032,0.0005,0.0145,-0.0003,-0.0006,0.0000
52.0800,21.8800,-0.2231,-0.0993,0.0008,-0.0298,-0.0027,-0.0201,-0.0112,0.0247,0.0009,0.0011,-0.0001,0.0040,0.0006,0.0141,-0.0003,-0.0006,0.0000
52.1100,21.8800,-0.2234,-0.0986,0.0009,-0.0298,-0.0027,-0.0200,-0.0112,0.0251,0.0009,0.0011,-0.0001,0.0047,0.0006,0.0137,-0.0002,-0.0007,0.0000
52.1400,21.8800,-0.2237,-0.0978,0.0009,-0.0297,-0.0027,-0.0198,-0.0112,0.0255,0.0009,0.0010,-0.0001,0.0055,0.0006,0.0132,-0.0002,-0.0007,0.0000
52.1700,21.8800,-0.2241,-0.0971,0.0009,-0.0297,-0.0027,-0.0196,-0.0111,0.0259,0.0009,0.0010,-0.0001,0.0063,0.0006,0.0128,-0.0002,-0.0007,0.0000
52.2000,21.8800,-0.2244,-0.0963,0.0010,-0.0297,-0.0027,-0.0194,-0.0111,0.0262,0.0008,0.0010,-0.0001,0.0072,0.0007,0.0124,-0.0001,-0.0007,0.0000
52.2300,21.8800,-0.2247,-0.0955,0.0010,-0.0297,-0.0027,-0.0192,-0.0111,0.0266,0.0008,0.0010,-0.0001,0.0081,0.0007,0.0120,-0.0001,-0.0007,0.0000
52.2600,21.8800,-0.2251,-0.0947,0.0010,-0.0296,-0.0027,-0.0189,-0.0111,0.0270,0.0008,0.0010,-0.0001,0.0090,0.0008,0.0116,0.0000,-0.0008,0.0000
52.2900,21.8800,-0.2254,-0.0939,0.0010,-0.0296,-0.0027,-0.0187,-0.0110,0.0273,0.0008,0.0009,-0.0001,0.0100,0.0008,0.0112,0.0000,-0.0008,0.0000
52.3200,21.8800,-0.2257,-0.0931,0.0011,-0.0296,-0.0027,-0.0183,-0.0110,0.0276,0.0008,0.0009,-0.0001,0.0108,0.0009,0.0108,0.0001,-0.0008,0.0000
52.3500,21.8800,-0.2261,-0.0922,0.0011,-0.0295,-0.0027,-0.0180,-0.0110,0.0280,0.0008,0.0009,-0.0001,0.0116,0.0009,0.0103,0.0001,-0.0008,0.0000
52.3800,21.8800,-0.2264,-0.0914,0.0011,-0.0295,-0.0027,-0.0176,-0.0110,0.0283,0.0008,0.0009,-0.0001,0.0124,0.0009,0.0097,0.0001,-0.0008,0.0000
52.4100,21.8800,-0.2267,-0.0905,0.0011,-0.0295,-0.0027,-0.0173,-0.0109,0.0285,0.0009,0.0008,-0.0001,0.0132,0.0009,0.0092,0.0002,-0.0008,0.0000
52.4400,21.8800,-0.2270,-0.0897,0.0012,-0.0295,-0.0027,-0.0168,-0.0109,0.0288,0.0009,0.0008,-0.0001,0.0140,0.0010,0.0087,0.0002,-0.0009,0.0000
52.4700,21.8800,-0.2274,-0.0888,0.0012,-0.0294,-0.0027,-0.0164,-0.0109,0.0291,0.0009,0.0008,-0.0001,0.0149,0.0010,0.0082,0.0002,-0.0009,0.0000
52.5000,21.8800,-0.2277,-0.0879,0.0012,-0.0294,-0.0027,-0.0160,-0.0109,0.0293,0.0009,0.0008,-0.0001,0.0159,0.0011,0.0077,0.0003,-0.0009,0.0000
52.5300,21.8700,-0.2280,-0.0870,0.0012,-0.0294,-0.0027,-0.0155,-0.0108,0.0295,0.0009,0.0007,-0.0001,0.0167,0.0011,0.0073,0.0003,-0.0009,0.0000
52.5600,21.8700,-0.2283,-0.0862,0.0013,-0.0294,-0.0027,-0.0150,-0.0108,0.0297,0.0009,0.0007,-0.0001,0.0176,0.0012,0.0068,0.0003,-0.0009,0.0000
52.5900,21.8700,-0.2287,-0.0853,0.0013,-0.0293,-0.0027,-0.0144,-0.0107,0.0299,0.0009,0.0007,-0.0001,0.0185,0.0013,0.0062,0.0004,-0.0009,0.0000
52.6200,21.8700,-0.2290,-0.0844,0.0013,-0.0293,-0.0028,-0.0138,-0.0107,0.0301,0.0009,0.0006,-0.0001,0.0192,0.0014,0.0057,0.0004,-0.0009,0.0000
52.6500,21.8700,-0.2293,-0.0835,0.0013,-0.0293,-0.0028,-0.0133,-0.0107,0.0303,0.0009,0.0006,-0.0001,0.0200,0.0015,0.0051,0.0004,-0.0009,0.0000
52.6800,21.8700,-0.2296,-0.0825,0.0014,-0.0293,-0.0028,-0.0126,-0.0106,0.0304,0.0009,0.0006,-0.0001,0.0207,0.0016,0.0045,0.0004,-0.0010,0.0000
52.7100,21.8700,-0.2299,-0.0816,0.0014,-0.0293,-0.0028,-0.0120,-0.0106,0.0305,0.0009,0.0006,-0.0001,0.0215,0.0016,0.0039,0.0004,-0.0010,0.0000
52.7400,21.8700,-0.2303,-0.0807,0.0014,-0.0293,-0.0028,-0.0114,-0.0105,0.0306,0.0010,0.0005,-0.0001,0.0222,0.0017,0.0033,0.0004,-0.0010,0.0000
52.7700,21.8700,-0.2306,-0.0798,0.0015,-0.0292,-0.0028,-0.0107,-0.0105,0.0307,0.0010,0.0005,-0.0001,0.0230,0.0019,0.0028,0.0004,-0.0010,0.0000
52.8000,21.8700,-0.2309,-0.0789,0.0015,-0.0292,-0.0028,-0.0100,-0.0104,0.0308,0.0010,0.0005,-0.0001,0.0239,0.0020,0.0022,0.0004,-0.0010,0.0000
52.8300,21.8700,-0.2312,-0.0779,0.0015,-0.0292,-0.0028,-0.0092,-0.0103,0.0309,0.0010,0.0004,-0.0001,0.0246,0.0022,0.0016,0.0004,-0.0010,0.0000
52.8600,21.8700,-0.2315,-0.0770,0.0015,-0.0292,-0.0028,-0.0085,-0.0103,0.0309,0.0010,0.0004,-0.0001,0.0253,0.0023,0.0011,0.0003,-0.0010,0.0000
52.8900,21.8700,-0.2318,-0.0761,0.0016,-0.0292,-0.0028,-0.0077,-0.0102,0.0309,0.0010,0.0004,-0.0001,0.0259,0.0025,0.0005,0.0003,-0.0010,0.0000
52.9200,21.8700,-0.2321,-0.0752,0.0016,-0.0292,-0.0028,-0.0069,-0.0101,0.0309,0.0010,0.0004,-0.0001,0.0265,0.0027,-0.0002,0.0003,-0.0010,0.0000
52.9500,21.8700,-0.2324,-0.0742,0.0016,-0.0292,-0.0028,-0.0061,-0.0100,0.0309,0.0010,0.0003,-0.0001,0.0270,0.0028,-0.0008,0.0003,-0.0010,0.0000
52.9800,21.8700,-0.2327,-0.0733,0.0017,-0.0291,-0.0028,-0.0053,-0.0100,0.0309,0.0010,0.0003,-0.0001,0.0276,0.0030,-0.0014,0.0002,-0.0010,0.0000
53.0100,21.8700,-0.2330,-0.0724,0.0017,-0.0291,-0.0028,-0.0045,-0.0099,0.0308,0.0010,0.0003,-0.0001,0.0281,0.0032,-0.0020,0.0002,-0.0010,0.0000
53.0400,21.8700,-0.2333,-0.0715,0.0017,-0.0291,-0.0028,-0.0036,-0.0098,0.0308,0.0010,0.0002,-0.0001,0.0286,0.0034,-0.0026,0.0001,-0.0010,0.0000
53.0700,21.8700,-0.2336,-0.0705,0.0018,-0.0291,-0.0028,-0.0028,-0.0097,0.0307,0.0011,0.0002,-0.0001,0.0291,0.0037,-0.0032,0.0001,-0.0010,0.0000
53.1000,21.8700,-0.2339,-0.0696,0.0018,-0.0291,-0.0028,-0.0019,-0.0095,0.0306,0.0011,0.0002,-0.0001,0.0296,0.0039,-0.0037,0.0000,-0.0010,0.0000
53.1300,21.8700,-0.2342,-0.0687,0.0018,-0.0291,-0.0028,-0.0010,-0.0094,0.0305,0.0011,0.0002,-0.0001,0.0299,0.0042,-0.0043,-0.0001,-0.0010,0.0000
53.1600,21.8700,-0.2345,-0.0678,0.0019,-0.0291,-0.0028,-0.0001,-0.0093,0.0303,0.0010,0.0001,-0.0001,0.0302,0.0045,-0.0049,-0.0001,-0.0010,0.0000
53.1900,21.8700,-0.2347,-0.0669,0.0019,-0.0291,-0.0028,0.0008,-0.0091,0.0302,0.0010,0.0001,-0.0001,0.0305,0.0047,-0.0055,-0.0002,-0.0010,0.0000
